citing_pat	cited_pat	year(patent.date)
D684510	3869279	2013
5069180	3869528	1991
5069180	3965224	1991
4118941	3869530	1978
6735913	3869530	2004
6228338	3869544	2001
6228338	3869545	2001
6228338	3883644	2001
6228338	4048087	2001
6617064	3869544	2003
6617064	3869545	2003
6617064	3883644	2003
6617064	4048087	2003
4464756	3869669	1984
7057672	3869669	2006
6343409	3869760	2002
6484374	3869760	2002
5459930	3869801	1995
D643131	3869827	2011
D642701	3869827	2011
5016311	3869833	1991
5016311	3879903	1991
5016311	4055028	1991
5016311	4055919	1991
5016311	4071920	1991
5083840	3869833	1992
5083840	3879903	1992
5083840	4055028	1992
5083840	4055919	1992
5083840	4071920	1992
5233719	3869833	1993
5233719	3879903	1993
5233719	4055028	1993
5233719	4055919	1993
5233719	4071920	1993
7798561	3869859	2010
4605198	3869925	1986
6736743	3869934	2004
6736743	4437648	2004
5332240	3869943	1994
5332240	4095917	1994
6029841	3870154	2000
D670103	3870154	2012
4742925	3870157	1988
7028855	3870157	2006
7028855	4318518	2006
5160077	3870211	1992
7207368	3870211	2007
7207368	4151039	2007
7500446	3870221	2009
5398869	3870221	1995
5398869	4040559	1995
5398869	4335842	1995
7549391	3870221	2009
7464664	3870221	2008
7469655	3870221	2008
D549990	3870221	2007
7523716	3870221	2009
D527994	3870221	2006
7878146	3870221	2011
7444956	3870221	2008
7444957	3870221	2008
8001910	3870390	2011
5359944	3870390	1994
5444531	3870417	1995
5444531	3888269	1995
6516626	3870417	2003
3994602	3870417	1976
6877275	3870505	2005
5445738	3870640	1995
5445738	3976577	1995
4872988	3870640	1989
7164011	3870699	2007
7164011	3892729	2007
7164011	3892730	2007
7164011	3915954	2007
7164011	4031304	2007
7164011	4271266	2007
7164011	4278789	2007
7164011	4293547	2007
7164011	4309533	2007
7164011	4310660	2007
7164011	4317903	2007
7164011	4383109	2007
7164011	4430495	2007
7164011	4464466	2007
7361743	3870699	2008
7361743	3892729	2008
7361743	3892730	2008
7361743	3915954	2008
7361743	4031304	2008
7361743	4271266	2008
7361743	4278789	2008
7361743	4293547	2008
7361743	4309533	2008
7361743	4310660	2008
7361743	4317903	2008
7361743	4383109	2008
7361743	4430495	2008
7361743	4464466	2008
7256177	3870699	2007
7256177	3892729	2007
7256177	3892730	2007
7256177	3915954	2007
7256177	4031304	2007
7256177	4271266	2007
7256177	4278789	2007
7256177	4293547	2007
7256177	4309533	2007
7256177	4310660	2007
7256177	4317903	2007
7256177	4383109	2007
7256177	4430495	2007
7256177	4464466	2007
7199105	3870699	2007
7199105	3892729	2007
7199105	3892730	2007
7199105	3915954	2007
7199105	4031304	2007
7199105	4271266	2007
7199105	4278789	2007
7199105	4293547	2007
7199105	4309533	2007
7199105	4310660	2007
7199105	4317903	2007
7199105	4383109	2007
7199105	4430495	2007
7199105	4464466	2007
7199106	3870699	2007
7199106	3892729	2007
7199106	3892730	2007
7199106	3915954	2007
7199106	4031304	2007
7199106	4271266	2007
7199106	4278789	2007
7199106	4293547	2007
7199106	4309533	2007
7199106	4310660	2007
7199106	4317903	2007
7199106	4383109	2007
7199106	4430495	2007
7199106	4464466	2007
4089989	3870789	1978
5931969	3870789	1999
6210957	3870789	2001
RE40570	3870789	2008
8236241	3870789	2012
7214344	3870789	2007
7579381	3870789	2009
5508038	3870794	1996
5596007	3870794	1997
5612357	3870794	1997
5633008	3870794	1997
5747512	3870794	1998
5776956	3870794	1998
5889029	3870794	1999
6165497	3870794	2000
5004610	3870794	1991
5077104	3870794	1991
5135753	3870794	1992
5268209	3870794	1993
RE39588	3870794	2007
5738530	3870978	1998
5855063	3870978	1999
4481641	3870978	1984
4739259	3870978	1988
6054028	3870987	2000
6303181	3870987	2001
6303181	3881048	2001
6303181	4401579	2001
7414189	3870987	2008
5526531	3871029	1996
5604931	3871029	1997
4309991	3871029	1982
4946363	3871060	1990
4946363	3889919	1990
5022151	3871063	1991
5154356	3871063	1992
5177955	3871063	1993
5177955	4018043	1993
6620003	3871317	2003
5613818	3871430	1997
5738477	3871430	1998
4049126	3871526	1977
4749317	3871540	1988
8376684	3871540	2013
8376684	3972433	2013
6454260	3871585	2002
6454260	3887187	2002
4493232	3871670	1985
4614136	3871670	1986
4632407	3871670	1986
4632407	4416459	1986
4256699	3871684	1981
7566484	3871684	2009
7152927	3871704	2006
6299265	3871720	2001
6299265	4480670	2001
4854357	3871720	1989
D551162	3871720	2007
7001159	3871796	2006
4003688	3871810	1977
3954457	3871876	1976
7851535	3872038	2010
5378785	3872047	1995
5512611	3872047	1996
5525648	3872047	1996
5525648	3882600	1996
5525648	3997504	1996
7894694	3872047	2011
5925715	3872047	1999
6482871	3872047	2002
6482871	3882600	2002
6482871	3997504	2002
5130347	3872047	1992
5227413	3872047	1993
5700989	3872279	1997
5147997	3872279	1992
4578593	3872319	1986
4591765	3872319	1986
4321480	3872320	1982
4565520	3872320	1986
5434404	3872438	1995
5434404	4151564	1995
5440108	3872438	1995
5440108	4151564	1995
5641050	3872438	1997
5641050	4151564	1997
5748765	3872438	1998
5748765	4338025	1998
5796858	3872438	1998
6002787	3872438	1999
6002787	3959884	1999
6002787	4338025	1999
6035398	3872438	2000
6035398	3959884	2000
6097035	3872438	2000
6097035	3959884	2000
6122737	3872438	2000
6122737	3959884	2000
6125192	3872438	2000
6125192	3959884	2000
6188781	3872438	2001
6188781	3959884	2001
6282303	3872438	2001
6282303	3959884	2001
6289111	3872438	2001
6289111	4338025	2001
6324310	3872438	2001
6324310	3959884	2001
6741729	3872438	2004
6741729	3959884	2004
7519204	3872438	2009
7519204	3959884	2009
7231070	3872438	2007
7231070	3959884	2007
6950539	3872438	2005
6950539	3959884	2005
6795338	3872492	2004
4589006	3872492	1986
3956042	3872492	1976
4014772	3872492	1977
5421033	3872515	1995
5664567	3872515	1997
5691446	3872515	1997
5741885	3872515	1998
RE367788	3872515	2000
D526096	3872515	2006
D526096	4061709	2006
5025502	3872515	1991
5173966	3872515	1992
4088124	3872526	1978
5544376	3872526	1996
5600214	3872526	1997
4141096	3872526	1979
4187568	3872526	1980
4197602	3872526	1980
4232661	3872526	1980
4884574	3872526	1989
4947832	3872526	1990
4048684	3872526	1977
7254867	3872540	2007
7254867	4293971	2007
4006511	3872540	1977
4044422	3872540	1977
4101484	3872548	1978
4559711	3872602	1985
4559711	4335518	1985
4580348	3872602	1986
4583377	3872687	1986
4583377	4009592	1986
4589826	3872689	1986
5606110	3872709	1997
3918291	3872712	1975
5295391	3872712	1994
5349846	3872712	1994
8191719	3872802	2012
4300462	3872805	1981
6615753	3872805	2003
RE43197	3872805	2012
6941880	3872805	2005
5619960	3872845	1997
4930484	3872849	1990
5957166	3872867	1999
6572256	3872867	2003
8100154	3872867	2012
3938518	3872867	1976
4573967	3872867	1986
4619651	3872867	1986
4675020	3872867	1987
5088996	3872867	1992
5088996	4089432	1992
5088996	4194640	1992
4676740	3872918	1987
5797472	3872949	1998
4492292	3872955	1985
7896113	3872983	2011
7896113	3896741	2011
4427117	3872983	1984
4493421	3872983	1985
4714508	3872983	1987
4753256	3872983	1988
4372729	3872990	1983
3980247	3873041	1976
5433444	3873094	1995
5447313	3873094	1995
5447313	4291883	1995
8308583	3873094	2012
5964669	3873094	1999
6001031	3873094	1999
4199144	3873094	1980
7083526	3873094	2006
6929564	3873094	2005
7396289	3873094	2008
8083611	3873094	2011
8480513	3873094	2013
4919428	3873094	1990
5131656	3873094	1992
5167414	3873094	1992
5306008	3873094	1994
5306008	4420156	1994
8096039	3873094	2012
4125285	3873155	1978
6565152	3873155	2003
6736454	3873155	2004
4668297	3873334	1987
4721528	3873334	1988
4137350	3873348	1979
4348459	3873348	1982
4258889	3873392	1981
6595868	3873392	2003
3998776	3873488	1976
4056501	3873488	1977
4489785	3873493	1984
6316112	3873636	2001
4675361	3873636	1987
4675361	3890405	1987
4675361	3975455	1987
4675361	4052495	1987
4675361	4057595	1987
4861830	3873636	1989
4861830	3890405	1989
4861830	3975455	1989
4260638	3873743	1981
4959236	3873743	1990
6391355	3873755	2002
8337934	3873755	2012
8337934	4036997	2012
6730853	3873758	2004
4957333	3873758	1990
4957333	4163867	1990
4957333	4489995	1990
4005842	3873758	1977
4564835	3873770	1986
4990726	3873770	1991
4990726	3904822	1991
5051545	3873770	1991
5051545	3904822	1991
5113042	3873770	1992
5113042	3904822	1992
5210380	3873770	1993
5210380	3904822	1993
7511705	3873770	2009
6125528	3873864	2000
6150743	3873864	2000
5432412	3873902	1995
6502669	3873902	2003
6538549	3873955	2003
5477563	3873997	1995
4434514	3873997	1984
4461044	3873997	1984
4555816	3873997	1985
4612675	3873997	1986
4619003	3873997	1986
4622700	3873997	1986
4903348	3873997	1990
5099523	3873997	1992
4044400	3873997	1977
5269025	3873997	1993
4118009	3874049	1978
6110419	3874049	2000
4026657	3874049	1977
8005777	3874095	2011
8005777	4248389	2011
8005777	4336589	2011
8005777	4459663	2011
4537576	3874095	1985
8160988	3874095	2012
8160988	4248389	2012
8160988	4336589	2012
8160988	4459663	2012
7970722	3874095	2011
7970722	4248389	2011
7970722	4336589	2011
7970722	4459663	2011
4553944	3874096	1985
5791285	3874340	1998
D423728	3874340	2000
4429660	3874340	1984
5133287	3874340	1992
5140943	3874340	1992
4095577	3874354	1978
6609507	3874354	2003
6609507	4478201	2003
6752134	3874354	2004
6752134	4478201	2004
4162670	3874361	1979
6446543	3874361	2002
6540040	3874474	2003
4877223	3874485	1989
4877223	4154434	1989
4388030	3874538	1983
4696609	3874538	1987
3977724	3874694	1976
4824134	3874702	1989
4824134	3887220	1989
5356167	3874702	1994
7810850	3874709	2010
7810850	4146254	2010
7810850	4181329	2010
7810850	4324407	2010
6464266	3874709	2002
6464266	4146254	2002
6464266	4181329	2002
6464266	4324407	2002
6663145	3874709	2003
6663145	4181329	2003
7156423	3874709	2007
7156423	4022499	2007
7156423	4146254	2007
6860523	3874709	2005
6860523	4146254	2005
6860523	4181329	2005
6860523	4324407	2005
7523966	3874709	2009
7523966	4146254	2009
7523966	4181329	2009
7523966	4324407	2009
7232159	3874709	2007
7232159	4146254	2007
7232159	4181329	2007
7232159	4324407	2007
5431479	3874729	1995
5431479	4265483	1995
6338344	3874729	2002
7048331	3874730	2006
7048331	4176880	2006
6036737	3874754	2000
6036737	4445251	2000
5630683	3874808	1997
4254075	3874808	1981
4770570	3874808	1988
4841817	3874808	1989
5108241	3874808	1992
8298504	3874854	2012
4830833	3874854	1989
4830833	3920404	1989
4830833	3957445	1989
5229071	3874854	1993
8034310	3874854	2011
7807120	3874854	2010
5514258	3875032	1996
5102513	3875032	1992
8124142	3875215	2012
4214055	3875258	1980
4242476	3875258	1980
4242476	4122056	1980
4357430	3875258	1982
4357430	4018815	1982
4357430	4072704	1982
4357430	4093573	1982
4357430	4144395	1982
4463107	3875258	1984
4463107	4093573	1984
4463107	4122056	1984
4652589	3875258	1987
4652589	4454255	1987
4652589	4458038	1987
4997857	3875258	1991
4997857	4093573	1991
4997857	4144395	1991
4997857	4454255	1991
4997857	4458038	1991
4041105	3875258	1977
7883568	3875293	2011
7883568	4072733	2011
7883568	4317934	2011
7883568	4384159	2011
5686368	3875296	1997
4422150	3875382	1983
4422150	4038890	1983
4564914	3875382	1986
5867005	3875483	1999
5350992	3875483	1994
8590330	3875483	2013
8590330	3974660	2013
6418049	3875566	2002
6418049	3886577	2002
6418049	3980505	2002
6418049	3988720	2002
7944728	3875566	2011
5405400	3875594	1995
5405400	4059854	1995
5405400	4158893	1995
5405400	4276660	1995
5405401	3875594	1995
5405401	4059854	1995
5405401	4158893	1995
5702470	3875594	1997
5702470	4158893	1997
5702470	4164793	1997
5702470	4198713	1997
6059832	3875594	2000
6059832	4158893	2000
6059832	4164793	2000
6059832	4198713	2000
6302915	3875594	2001
4313232	3875594	1982
6709459	3875594	2004
8597362	3875594	2013
4871367	3875594	1989
4871367	4059854	1989
7655041	3875594	2010
8100967	3875594	2012
8088166	3875594	2012
7678147	3875594	2010
7611540	3875594	2009
8409281	3875594	2013
6151728	3875604	2000
6687924	3875604	2004
4998836	3875604	1991
7120947	3875604	2006
5485918	3875703	1996
5485918	3924362	1996
5520957	3875703	1996
5520957	4240807	1996
5807161	3875703	1998
5958794	3875703	1999
4202139	3875703	1980
6194317	3875703	2001
6290589	3875703	2001
6716092	3875703	2004
8092707	3875703	2012
4558542	3875703	1985
8002612	3875703	2011
8002612	3899805	2011
6877291	3875719	2005
6877291	4253224	2005
6877291	4339903	2005
6877291	4361999	2005
6877291	4370843	2005
8397454	3875719	2013
8397454	4078352	2013
8397454	4157002	2013
8397454	4339903	2013
8397454	4370843	2013
6988346	3875719	2006
6988346	4253224	2006
6988346	4339903	2006
6988346	4361999	2006
6988346	4370843	2006
8112968	3875719	2012
8112968	4078352	2012
8112968	4157002	2012
8112968	4339903	2012
8112968	4370843	2012
8109124	3875719	2012
8109124	4157002	2012
8109124	4339903	2012
8109124	4370843	2012
8479470	3875719	2013
8479470	4078352	2013
8479470	4157002	2013
8479470	4339903	2013
8479470	4370843	2013
6941715	3875719	2005
8443568	3875719	2013
8443568	4253224	2013
8443568	4339903	2013
8443568	4361999	2013
8443568	4370843	2013
6993882	3875719	2006
6993882	4253224	2006
6993882	4339903	2006
6993882	4361999	2006
6993882	4370843	2006
6848545	3875820	2005
6848545	3938406	2005
6848545	3943761	2005
6848545	4205735	2005
6848545	4281736	2005
6848545	4373402	2005
6520046	3875820	2003
7963189	3875820	2011
5740822	3875952	1998
4022233	3875952	1977
7055567	3875987	2006
4182426	3876023	1980
4018294	3876023	1977
5495971	3876126	1996
4756455	3876126	1988
4492348	3876164	1985
4492348	3918658	1985
4492348	4394034	1985
6513798	3876193	2003
6513798	4386791	2003
4552370	3876214	1985
5050896	3876214	1991
5141414	3876341	1992
7275919	3876346	2007
7303380	3876346	2007
4351652	3876399	1982
5069197	3876399	1991
4414293	3876470	1983
5398889	3876492	1995
6200664	3876492	2001
7371451	3876492	2008
4794742	3876492	1989
6939599	3876492	2005
4540552	3876509	1985
8367142	3876743	2013
8367142	3976793	2013
8367142	4004035	2013
4166486	3876743	1979
4172901	3876743	1979
6251452	3876743	2001
6251452	3976793	2001
6251452	4044159	2001
7270531	3876743	2007
6579555	3876743	2003
6579555	3976793	2003
6579555	4044159	2003
4786243	3876743	1988
4835000	3876743	1989
5183671	3876743	1993
7718103	3876743	2010
5662027	3876812	1997
4390551	3876812	1983
D624831	3876812	2010
D624831	4125633	2010
4606460	3876812	1986
4820893	3876812	1989
5804767	3876820	1998
5900585	3876820	1999
5952612	3876820	1999
4209352	3876820	1980
5210676	3876820	1993
4845475	3877000	1989
5015172	3877000	1991
4224624	3877002	1980
4274226	3877002	1981
6478573	3877002	2002
7679547	3877002	2010
4837574	3877002	1989
4951058	3877002	1990
4027303	3877002	1977
4027303	3886549	1977
7264622	3877020	2007
7264622	4181457	2007
7264622	4439152	2007
7063700	3877020	2006
7063700	4181457	2006
7063700	4439152	2006
7887565	3877020	2011
7887565	4181457	2011
7887565	4439152	2011
5527745	3877049	1996
5527745	4458297	1996
5527745	4467400	1996
5527745	4486705	1996
5614756	3877049	1997
5741720	3877049	1998
5763898	3877049	1998
5780323	3877049	1998
5962910	3877049	1999
6580124	3877049	2003
6580124	3886577	2003
6580124	3922648	2003
6580124	3980505	2003
6593624	3877049	2003
6593624	3886577	2003
6593624	3922648	2003
6593624	3980505	2003
6677204	3877049	2004
6677204	3886577	2004
6677204	3922648	2004
6677204	3980505	2004
6737675	3877049	2004
6737675	3886577	2004
6737675	3922648	2004
6737675	3980505	2004
6881994	3877049	2005
6881994	3886577	2005
6881994	3922648	2005
6881994	3980505	2005
7655509	3877049	2010
7655509	3886577	2010
7655509	3922648	2010
7655509	3980505	2010
4906956	3877049	1990
7525137	3877049	2009
7525137	3886577	2009
7525137	3922648	2009
7525137	3980505	2009
7129538	3877049	2006
7129538	3886577	2006
7129538	3922648	2006
7129538	3980505	2006
6888750	3877049	2005
6888750	3886577	2005
6888750	3922648	2005
6888750	3980505	2005
7615436	3877049	2009
7615436	3886577	2009
7615436	3922648	2009
7615436	3980505	2009
7825455	3877049	2010
7825455	3886577	2010
7825455	3922648	2010
7825455	3980505	2010
5233217	3877049	1993
5233217	4458297	1993
6853049	3877049	2005
6853049	3886577	2005
6853049	3922648	2005
6853049	3980505	2005
6940109	3877049	2005
6940109	3886577	2005
6940109	3922648	2005
6940109	3980505	2005
5322812	3877049	1994
7915095	3877049	2011
7915095	3886577	2011
7915095	3922648	2011
7915095	3980505	2011
6841813	3877049	2005
6841813	3886577	2005
6841813	3922648	2005
6841813	3980505	2005
6897514	3877049	2005
6897514	3886577	2005
6897514	3922648	2005
6897514	3980505	2005
7250646	3877049	2007
7250646	3886577	2007
7250646	3922648	2007
7250646	3980505	2007
6992349	3877049	2006
6992349	3886577	2006
6992349	3922648	2006
6992349	3980505	2006
4455568	3877053	1984
8464370	3877087	2013
8464370	4365369	2013
8321971	3877087	2012
4031577	3877087	1977
5544593	3877191	1996
5743055	3877191	1998
5979854	3877191	1999
6681532	3877191	2004
5136822	3877191	1992
5590505	3877194	1997
5768849	3877194	1998
5881520	3877194	1999
4104889	3877241	1978
5660506	3877241	1997
5660506	4158426	1997
6279329	3877241	2001
6279329	4264243	2001
6571573	3877241	2003
6827529	3877241	2004
4788830	3877241	1988
4055280	3877241	1977
6953132	3877241	2005
6953132	4158426	2005
4305326	3877253	1981
6119345	3877275	2000
5836196	3877279	1998
6976385	3877315	2005
5383811	3877319	1995
7272989	3877319	2007
4176613	3877408	1979
5273128	3877408	1993
6681724	3877536	2004
5014805	3877536	1991
6199663	3877547	2001
6401870	3877547	2002
4480708	3877550	1984
6681864	3877584	2004
7165629	3877584	2007
7096967	3877584	2006
4535922	3877623	1985
4786097	3877623	1988
4842315	3877623	1989
5094479	3877623	1992
5943930	3877690	1999
5943930	4337680	1999
5943930	4437374	1999
6116131	3877690	2000
6116131	4337680	2000
6116131	4437374	2000
6439089	3877690	2002
6439089	4337680	2002
6439089	4437374	2002
4321848	3877690	1982
4770169	3877691	1988
4015598	3877691	1977
5195512	3877691	1993
7040643	3877714	2006
5224728	3877714	1993
4560250	3877780	1985
7311405	3877780	2007
7311405	4462303	2007
5370729	3877972	1994
5407700	3877972	1995
5494503	3877972	1996
4775436	3878010	1988
4775436	3910330	1988
4775436	3926471	1988
4775436	3935353	1988
4775436	4029532	1988
4775436	4154473	1988
4775436	4218088	1988
4863211	3878010	1989
4863211	3910330	1989
4863211	3926471	1989
4863211	3935353	1989
4863211	4029532	1989
4863211	4154473	1989
4863211	4218088	1989
5683568	3878067	1997
5683568	3974044	1997
5683568	4002543	1997
5683568	4134802	1997
5683568	4179343	1997
5683568	4450051	1997
5932082	3878067	1999
5932082	3974044	1999
5932082	4002543	1999
5932082	4134802	1999
5932082	4179343	1999
5932082	4450051	1999
4059607	3878234	1977
5411995	3878263	1995
5411995	4035355	1995
5464659	3878263	1995
5464659	3928499	1995
5464659	3983298	1995
5464659	4070526	1995
5464659	4117028	1995
5464659	4158617	1995
5464659	4309520	1995
5514730	3878263	1996
5514730	3928499	1996
5514730	3983298	1996
5514730	4070526	1996
